Ac 2c 3c    user
8s 9s 4d    keerogue
8s 9s 5d    jotnian
8s 9s 6d    javas
8s 9s 7d    jaquiss
8s 9s 8d    inlands
8s 9s 9d    ilisa
8s 9s 10d   iambs
8s 9s Jd    hydrosol
8s 9s Qd    hogni
8s 9s Kd    hindoos
8s 9s As    headling
8s 9s 2s    headgate
8s 9s 3s    havocs
8s 9s 4s    harpin
8s 9s 5s    handless
8s 9s 6s    gussman
8s 9s 7s    gumdrops
8s 9s 10s   guiling
8s 9s Js    guffy
8s 9s Qs    grogs
8s 9s Ks    gorum
8s 9s Ah    goners
8s 9s 2h    golet
8s 9s 3h    glisters
8s 9s 4h    gliere
8s 9s 5h    gists
8s 9s 6h    gaub
8s 9s 7h    gaggers
8s 9s 8h    funfairs
8s 9s 9h    fuci
8s 9s 10h   forche
8s 9s Jh    fishboat
8s 9s Qh    fisetin
8s 9s Kh    firedog
8s 10s Ac   exults
8s 10s 2c   extrudes
8s 10s 3c   exposer
8s 10s 4c   exogyra
8s 10s 5c   eryngo
8s 10s 6c   eolith
8s 10s 7c   enols
8s 10s 8c   eleroy
8s 10s 9c   eductors
8s 10s 10c  eatables
8s 10s Jc   dulia
8s 10s Qc   duecento
8s 10s Kc   ducktail
8s 10s Ad   dubenko
8s 10s 2d   dualists
8s 10s 3d   druggy
8s 10s 4d   dribs
8s 10s 5d   drainer
8s 10s 6d   doneness
8s 10s 7d   dolven
8s 10s 8d   dithiol
8s 10s 9d   distain
8s 10s 10d  diploids
8s 10s Jd   diluvium
8s 10s Qd   dieresis
8s 10s Kd   didie
8s 10s As   devisee
8s 10s 2s   dequeue
8s 10s 3s   deciles
8s 10s 4s   deceases
8s 10s 5s   dasahara
8s 10s 6s   darline
8s 10s 7s   cynar
8s 10s 9s   cushag
8s 10s Js   crysta
8s 10s Qs   crones
8s 10s Ks   cresyl
8s 10s Ah   crampy
8s 10s 2h   cozes
8s 10s 3h   cournand
8s 10s 4h   corrige
8s 10s 5h   conks
8s 10s 6h   coneys
8s 10s 7h   cohoctah
8s 10s 8h   changar
8s 10s 9h   chakari
8s 10s 10h  chaing
8s 10s Jh   carroon
8s 10s Qh   calic
8s 10s Kh   calah
8s Js Ac    byelaw
8s Js 2c    bunni
8s Js 3c    bullions
8s Js 4c    bubal
8s Js 5c    bssc
8s Js 6c    bratianu
8s Js 7c    bracers
8s Js 8c    bpharm
8s Js 9c    boser
8s Js 10c   bombilla
8s Js Jc    boites
8s Js Qc    blastema
8s Js Kc    bensky
8s Js Ad    beica
8s Js 2d    behmen
8s Js 3d    basked
8s Js 4d    bagful
8s Js 5d    babyish
8s Js 6d    azine
8s Js 7d    azimuths
8s Js 8d    azana
8s Js 9d    axone
8s Js 10d   austwell
8s Js Jd    aulander
8s Js Qd    askos
8s Js Kd    armful
8s Js As    antidrug
8s Js 2s    annice
8s Js 3s    ancelin
8s Js 4s    amaigbo
8s Js 5s    aleuron
8s Js 6s    albizzia
8s Js 7s    ahhiyawa
8s Js 9s    agriotes
8s Js 10s   agreat
8s Js Qs    agorot
8s Js Ks    acyloin
8s Js Ah    acutance
8s Js 2h    zaniness
8s Js 3h    zacek
8s Js 4h    wsan
8s Js 5h    wrests
8s Js 6h    whomping
8s Js 7h    whap
8s Js 8h    westney
8s Js 9h    weaks
8s Js 10h   wauregan
8s Js Jh    wangle
8s Js Qh    vinals
8s Js Kh    verditer
8s Qs Ac    venders
8s Qs 2c    unsex
8s Qs 3c    unlovely
8s Qs 4c    tympanon
8s Qs 5c    tussy
8s Qs 6c    tups
8s Qs 7c    trusten
8s Qs 8c    trilli
8s Qs 9c    tricar
8s Qs 10c   trah
8s Qs Jc    trackman
8s Qs Qc    toxa
8s Qs Kc    tinkles
8s Qs Ad    tattie
8s Qs 2d    tarchon
8s Qs 3d    tapul
8s Qs 4d    tamely
8s Qs 5d    talipot
8s Qs 6d    taborite
8s Qs 7d    strewing
8s Qs 8d    startex
8s Qs 9d    spongers
8s Qs 10d   splosh
8s Qs Jd    spig
8s Qs Qd    southron
8s Qs Kd    somlo
8s Qs As    snop
8s Qs 2s    skydives
8s Qs 3s    simoon
8s Qs 4s    shilly
8s Qs 5s    serges
8s Qs 6s    senal
8s Qs 7s    selectee
8s Qs 9s    scuzzy
8s Qs 10s   scuffy
8s Qs Js    sanhita
8s Qs Ks    ryurik
8s Qs Ah    rype
8s Qs 2h    ruralist
8s Qs 3h    ructions
8s Qs 4h    ringhals
8s Qs 5h    rimstone
8s Qs 6h    richarda
8s Qs 7h    ricasso
8s Qs 8h    reforge
8s Qs 9h    rectally
8s Qs 10h   recomb
8s Qs Jh    raploch
8s Qs Qh    ragbag
8s Qs Kh    purveyed
8s Ks Ac    pshaw
8s Ks 2c    protonic
8s Ks 3c    preggers
8s Ks 4c    prefill
8s Ks 5c    polyzoa
8s Ks 6c    planada
8s Ks 7c    pindal
8s Ks 8c    pillas
8s Ks 9c    pensees
8s Ks 10c   penes
8s Ks Jc    peeped
8s Ks Qc    palpifer
8s Ks Kc    palamite
8s Ks Ad    pailou
8s Ks 2d    paillon
8s Ks 3d    outfly
8s Ks 4d    ossianic
8s Ks 5d    orlinda
8s Ks 6d    oppidan
8s Ks 7d    oliana
8s Ks 8d    oleacina
8s Ks 9d    obolus
8s Ks 10d   oannes
8s Ks Jd    nummus
8s Ks Qd    nonstick
8s Ks Kd    noels
8s Ks As    noelani
8s Ks 2s    nightime
8s Ks 3s    musal
8s Ks 4s    muonic
8s Ks 5s    mttr
8s Ks 6s    moralize
8s Ks 7s    mirthful
8s Ks 9s    minery
8s Ks 10s   mimbar
8s Ks Js    mercal
8s Ks Qs    menkar
8s Ks Ah    meliae
8s Ks 2h    matthus
8s Ks 3h    marpet
8s Ks 4h    madcaps
8s Ks 5h    lysines
8s Ks 6h    lurlene
8s Ks 7h    luchuan
8s Ks 8h    loory
8s Ks 9h    limbos
8s Ks 10h   levelock
8s Ks Jh    levade
8s Ks Qh    leonite
8s Ks Kh    legister
8s Ah Ac    leavelle
8s Ah 2c    lawtell
8s Ah 3c    lawned
8s Ah 4c    lavc
8s Ah 5c    lanch
8s Ah 6c    lactogen
8s Ah 7c    kriste
8s Ah 8c    khano
8s Ah 9c    junina
8s Ah 10c   jivatma
8s Ah Jc    jareb
8s Ah Qc    jaquith
8s Ah Kc    ingenues
8s Ah Ad    iachimo
8s Ah 2d    hunkie
8s Ah 3d    hipness
8s Ah 4d    herisson
8s Ah 5d    hereupon
8s Ah 6d    hayrick
8s Ah 7d    hassock
8s Ah 8d    harst
8s Ah 9d    harelip
8s Ah 10d   gursel
8s Ah Jd    grumium
8s Ah Qd    gring
8s Ah Kd    grecale
8s Ah As    glenmora
8s Ah 2s    gleda
8s Ah 3s    glazen
8s Ah 4s    giess
8s Ah 5s    ghosty
8s Ah 6s    getid
8s Ah 7s    gawking
8s Ah 9s    gaolers
8s Ah 10s   gambeson
8s Ah Js    frypan
8s Ah Qs    fraughan
8s Ah Ks    fluorid
8s Ah 2h    flounce
8s Ah 3h    floody
8s Ah 4h    feminity
8s Ah 5h    favilla
8s Ah 6h    fallouts
8s Ah 7h    erminois
8s Ah 8h    eristic
8s Ah 9h    ergane
8s Ah 10h   emelda
8s Ah Jh    emblazon
8s Ah Qh    dmos
8s Ah Kh    dixmoor
8s 2h Ac    diurna
8s 2h 2c    disbar
8s 2h 3c    dingar
8s 2h 4c    dewans
8s 2h 5c    desertic
8s 2h 6c    demarche
8s 2h 7c    dejeuner
8s 2h 8c    daubers
8s 2h 9c    cynosura
8s 2h 10c   cutwork
8s 2h Jc    cupules
8s 2h Qc    cristen
8s 2h Kc    crissa
8s 2h Ad    coheirs
8s 2h 2d    codiaeum
8s 2h 3d    chronon
8s 2h 4d    chinking
8s 2h 5d    chelifer
8s 2h 6d    cancelli
8s 2h 7d    camarera
8s 2h 8d    callosal
8s 2h 9d    calcaria
8s 2h 10d   cacoon
8s 2h Jd    butomus
8s 2h Qd    bumbles
8s 2h Kd    bucchero
8s 2h As    bsoc
8s 2h 2s    bscp
8s 2h 3s    brisance
8s 2h 4s    brawer
8s 2h 5s    boozed
8s 2h 6s    boodie
8s 2h 7s    bilked
8s 2h 9s    bifilar
8s 2h 10s   beyoglu
8s 2h Js    bensell
8s 2h Qs    belicia
8s 2h Ks    beggarly
8s 2h Ah    bawcock
8s 2h 3h    batino
8s 2h 4h    bartend
8s 2h 5h    barree
8s 2h 6h    badgir
8s 2h 7h    backbend
8s 2h 8h    awakener
8s 2h 9h    auxvasse
8s 2h 10h   atbash
8s 2h Jh    ashlars
8s 2h Qh    arvie
8s 2h Kh    areae
8s 3h Ac    annulate
8s 3h 2c    amylases
8s 3h 3c    aloise
8s 3h 4c    allotype
8s 3h 5c    alayne
8s 3h 6c    aeacides
8s 3h 7c    acuerdos
8s 3h 8c    acies
8s 3h 9c    acacian
8s 3h 10c   abkari
8s 3h Jc    zondra
8s 3h Qc    zerk
8s 3h Kc    zehe
8s 3h Ad    yamun
8s 3h 2d    wises
8s 3h 3d    wilsall
8s 3h 4d    wigged
8s 3h 5d    whbl
8s 3h 6d    welting
8s 3h 7d    weiners
8s 3h 8d    weinek
8s 3h 9d    weeder
8s 3h 10d   waxen
8s 3h Jd    vitalize
8s 3h Qd    viridi
8s 3h Kd    vanny
8s 3h As    upthrust
8s 3h 2s    unworn
8s 3h 3s    unlocker
8s 3h 4s    unisons
8s 3h 5s    undular
8s 3h 6s    undammed
8s 3h 7s    tubba
8s 3h 9s    trudgen
8s 3h 10s   tripolar
8s 3h Js    tohatchi
8s 3h Qs    tithings
8s 3h Ks    tissu
8s 3h Ah    tingly
8s 3h 2h    thund
8s 3h 4h    thready
8s 3h 5h    thasian
8s 3h 6h    tenotomy
8s 3h 7h    telecon
8s 3h 8h    tarazed
8s 3h 9h    tapoco
8s 3h 10h   tankman
8s 3h Jh    sysin
8s 3h Qh    swampers
8s 3h Kh    subpanel
8s 4h Ac    sublines
8s 4h 2c    stroth
8s 4h 3c    statical
8s 4h 4c    sputters
8s 4h 5c    splaying
8s 4h 6c    speedups
8s 4h 7c    sorda
8s 4h 8c    smoggy
8s 4h 9c    slipware
8s 4h 10c   slappers
8s 4h Jc    shopmen
8s 4h Qc    shooks
8s 4h Kc    shimming
8s 4h Ad    sfrpg
8s 4h 2d    sextons
8s 4h 3d    selenous
8s 4h 4d    scuffing
8s 4h 5d    scts
8s 4h 6d    sammies
8s 4h 7d    samiri
8s 4h 8d    rummer
8s 4h 9d    rogatory
8s 4h 10d   roemers
8s 4h Jd    rodessa
8s 4h Qd    rhodell
8s 4h Kd    rewords
8s 4h As    replot
8s 4h 2s    renfred
8s 4h 3s    reline
8s 4h 4s    relators
8s 4h 5s    razoo
8s 4h 6s    raffe
8s 4h 7s    quink
8s 4h 9s    precures
8s 4h 10s   podes
8s 4h Js    pituri
8s 4h Qs    pitau
8s 4h Ks    piquancy
8s 4h Ah    pigsties
8s 4h 2h    picunche
8s 4h 3h    phecda
8s 4h 5h    pavonine
8s 4h 6h    parles
8s 4h 7h    paralogy
8s 4h 8h    pandemos
8s 4h 9h    palmist
8s 4h 10h   painton
8s 4h Jh    ovonic
8s 4h Qh    overdoes
8s 4h Kh    ouvriere
8s 5h Ac    optimate
8s 5h 2c    ophite
8s 5h 3c    omina
8s 5h 4c    nubecula
8s 5h 5c    noumenal
8s 5h 6c    noex
8s 5h 7c    nitchevo
8s 5h 8c    niggun
8s 5h 9c    nide
8s 5h 10c   natality
8s 5h Jc    myxa
8s 5h Qc    myokymia
8s 5h Kc    munj
8s 5h Ad    mouthy
8s 5h 2d    monney
8s 5h 3d    miscited
8s 5h 4d    mider
8s 5h 5d    mateys
8s 5h 6d    mascle
8s 5h 7d    maneuvre
8s 5h 8d    mandatum
8s 5h 9d    lyndsie
8s 5h 10d   lucuma
8s 5h Jd    litster
8s 5h Qd    lipomas
8s 5h Kd    limy
8s 5h As    lilbourn
8s 5h 2s    licenser
8s 5h 3s    leucoryx
8s 5h 4s    leonteus
8s 5h 5s    lathing
8s 5h 6s    labdanum
8s 5h 7s    koyan
8s 5h 9s    kinelski
8s 5h 10s   khond
8s 5h Js    kenison
8s 5h Qs    jurdi
8s 5h Ks    junt
8s 5h Ah    indan
8s 5h 2h    imprime
8s 5h 3h    idealy
8s 5h 4h    iambics
8s 5h 6h    hungrily
8s 5h 7h    huffs
8s 5h 8h    hounder
8s 5h 9h    horrify
8s 5h 10h   homilist
8s 5h Jh    hisself
8s 5h Qh    heunis
8s 5h Kh    heptad
8s 6h Ac    hawsers
8s 6h 2c    guiders
8s 6h 3c    grondwet
8s 6h 4c    gromwell
8s 6h 5c    godliman
8s 6h 6c    gloomily
8s 6h 7c    glinting
8s 6h 8c    galut
8s 6h 9c    fugle
8s 6h 10c   freeburn
8s 6h Jc    foyil
8s 6h Qc    foushee
8s 6h Kc    forebody
8s 6h Ad    fishway
8s 6h 2d    farrage
8s 6h 3d    farfara
8s 6h 4d    eyeful
8s 6h 5d    exulting
8s 6h 6d    exitance
8s 6h 7d    estufa
8s 6h 8d    erinys
8s 6h 9d    entia
8s 6h 10d   djaja
8s 6h Jd    diple
8s 6h Qd    didus
8s 6h Kd    dhobis
8s 6h As    derner
8s 6h 2s    dcor
8s 6h 3s    cutted
8s 6h 4s    curvey
8s 6h 5s    curtana
8s 6h 6s    crozes
8s 6h 7s    croaked
8s 6h 9s    cretic
8s 6h 10s   creepier
8s 6h Js    connett
8s 6h Qs    confuted
8s 6h Ks    conestee
8s 6h Ah    clunkier
8s 6h 2h    churchy
8s 6h 3h    chorine
8s 6h 4h    choanae
8s 6h 5h    cheerily
8s 6h 7h    chadabe
8s 6h 8h    cathetus
8s 6h 9h    catalo
8s 6h 10h   cariama
8s 6h Jh    cajones
8s 6h Qh    caelus
8s 6h Kh    cadamba
8s 7h Ac    brubru
8s 7h 2c    broida
8s 7h 3c    bounden
8s 7h 4c    borracha
8s 7h 5c    bordage
8s 7h 6c    bonked
8s 7h 7c    boattail
8s 7h 8c    bmed
8s 7h 9c    blighia
8s 7h 10c   blastoma
8s 7h Jc    birdeye
8s 7h Qc    biphase
8s 7h Kc    biotas
8s 7h Ad    beseen
8s 7h 2d    benld
8s 7h 3d    beignets
8s 7h 4d    behoves
8s 7h 5d    barundi
8s 7h 6d    bartonia
8s 7h 7d    autonoe
8s 7h 8d    ascript
8s 7h 9d    aortitis
8s 7h 10d   amidship
8s 7h Jd    ambients
8s 7h Qd    ajivika
8s 7h Kd    airest
8s 7h As    afsk
8s 7h 2s    aesopian
8s 7h 3s    adsorbs
8s 7h 4s    aditus
8s 7h 5s    zygnema
8s 7h 6s    zobe
8s 7h 7s    zemstvos
8s 7h 9s    zearing
8s 7h 10s   youden
8s 7h Js    xport
8s 7h Qs    wyco
8s 7h Ks    wush
8s 7h Ah    wisby
8s 7h 2h    wildern
8s 7h 3h    whimsey
8s 7h 4h    whalemen
8s 7h 5h    weensy
8s 7h 6h    waragi
8s 7h 8h    volaille
8s 7h 9h    virtuosa
8s 7h 10h   vannie
8s 7h Jh    uvulars
8s 7h Qh    unsun
8s 7h Kh    unjoined
8s 8h Ac    unhung
8s 8h 2c    tympanal
8s 8h 3c    twigged
8s 8h 4c    tussling
8s 8h 5c    tsap
8s 8h 6c    towill
8s 8h 7c    tosy
8s 8h 8c    toorie
8s 8h 9c    tiding
8s 8h 10c   thieve
8s 8h Jc    theorica
8s 8h Qc    tessel
8s 8h Kc    tarots
8s 8h Ad    tapasvi
8s 8h 2d    tampoe
8s 8h 3d    taluto
8s 8h 4d    tacquet
8s 8h 5d    tacksman
8s 8h 6d    tabulis
8s 8h 7d    suckles
8s 8h 8d    suborned
8s 8h 9d    stylets
8s 8h 10d   stitzer
8s 8h Jd    steeled
8s 8h Qd    spyer
8s 8h Kd    spinula
8s 8h As    spawner
8s 8h 2s    smyer
8s 8h 3s    smoothen
8s 8h 4s    slapjack
8s 8h 5s    sinto
8s 8h 6s    siffleur
8s 8h 7s    sequents
8s 8h 9s    sebs
8s 8h 10s   scroggie
8s 8h Js    scrinium
8s 8h Qs    scherzos
8s 8h Ks    scarious
8s 8h Ah    sayal
8s 8h 2h    salps
8s 8h 3h    safen
8s 8h 4h    ryotwari
8s 8h 5h    rubeola
8s 8h 6h    rolandic
8s 8h 7h    rogozen
8s 8h 9h    ridleys
8s 8h 10h   relievo
8s 8h Jh    reheard
8s 8h Qh    reflag
8s 8h Kh    reddock
8s 9h Ac    reagins
8s 9h 2c    rashers
8s 9h 3c    ranula
8s 9h 4c    ramper
8s 9h 5c    quira
8s 9h 6c    quintina
8s 9h 7c    quinate
8s 9h 8c    pyrones
8s 9h 9c    pulture
8s 9h 10c   puggaree
8s 9h Jc    propylon
8s 9h Qc    priding
8s 9h Kc    prezes
8s 9h Ad    poulard
8s 9h 2d    postic
8s 9h 3d    ponemah
8s 9h 4d    poblacht
8s 9h 5d    plumbs
8s 9h 6d    platys
8s 9h 7d    pilos
8s 9h 8d    phorid
8s 9h 9d    petitio
8s 9h 10d   peruses
8s 9h Jd    permed
8s 9h Qd    periderm
8s 9h Kd    penuelas
8s 9h As    paza
8s 9h 2s    patinas
8s 9h 3s    pasia
8s 9h 4s    palecek
8s 9h 5s    paip
8s 9h 6s    pacquet
8s 9h 7s    outports
8s 9h 9s    osmate
8s 9h 10s   orelia
8s 9h Js    ophiucus
8s 9h Qs    oletta
8s 9h Ks    oasts
8s 9h Ah    nuli
8s 9h 2h    nudnik
8s 9h 3h    nocturns
8s 9h 4h    nidge
8s 9h 5h    nerol
8s 9h 6h    nebbish
8s 9h 7h    nanmu
8s 9h 8h    mysids
8s 9h 10h   murumuru
8s 9h Jh    mundford
8s 9h Qh    munched
8s 9h Kh    mudlarks
8s 10h Ac   morellos
8s 10h 2c   miotics
8s 10h 3c   minchen
8s 10h 4c   millsite
8s 10h 5c   mertzon
8s 10h 6c   mealie
8s 10h 7c   maurist
8s 10h 8c   matthean
8s 10h 9c   masb
8s 10h 10c  marmax
8s 10h Jc   marasca
8s 10h Qc   mambu
8s 10h Kc   mailbags
8s 10h Ad   lysates
8s 10h 2d   lutecia
8s 10h 3d   luian
8s 10h 4d   likings
8s 10h 5d   letart
8s 10h 6d   leadman
8s 10h 7d   layovers
8s 10h 8d   laryssa
8s 10h 9d   ladora
8s 10h 10d  kudrun
8s 10h Jd   koklass
8s 10h Qd   kneelers
8s 10h Kd   kleffens
8s 10h As   kippin
8s 10h 2s   kingcup
8s 10h 3s   kilp
8s 10h 4s   khajur
8s 10h 5s   kendyl
8s 10h 6s   keeline
8s 10h 7s   karewa
8s 10h 9s   jugged
8s 10h 10s  joyrides
8s 10h Js   isode
8s 10h Qs   inseam
8s 10h Ks   innatism
8s 10h Ah   hurds
8s 10h 2h   hummable
8s 10h 3h   hopyard
8s 10h 4h   homodyne
8s 10h 5h   hirz
8s 10h 6h   helenka
8s 10h 7h   hebdomad
8s 10h 8h   hausfrau
8s 10h 9h   hangfire
8s 10h Jh   hametz
8s 10h Qh   guttifer
8s 10h Kh   gumshoes
8s Jh Ac    guldens
8s Jh 2c    guazzo
8s Jh 3c    griotte
8s Jh 4c    goala
8s Jh 5c    glassing
8s Jh 6c    georgium
8s Jh 7c    gappy
8s Jh 8c    furanose
8s Jh 9c    funkiest
8s Jh 10c   frogged
8s Jh Jc    freezy
8s Jh Qc    fordoche
8s Jh Kc    foister
8s Jh Ad    foetid
8s Jh 2d    flovilla
8s Jh 3d    fixator
8s Jh 4d    fishless
8s Jh 5d    farads
8s Jh 6d    fanner
8s Jh 7d    fanga
8s Jh 8d    faisceau
8s Jh 9d    ezar
8s Jh 10d   exhalant
8s Jh Jd    excircle
8s Jh Qd    evadale
8s Jh Kd    entellus
8s Jh As    elsewhen
8s Jh 2s    ecthesis
8s Jh 3s    ecaudata
8s Jh 4s    eadith
8s Jh 5s    duwe
8s Jh 6s    dunlo
8s Jh 7s    drawling
8s Jh 9s    draughty
8s Jh 10s   downline
8s Jh Js    dovev
8s Jh Qs    dorice
8s Jh Ks    dogmen
8s Jh Ah    docia
8s Jh 2h    dimetric
8s Jh 3h    diatryma
8s Jh 4h    dialyzer
8s Jh 5h    delogu
8s Jh 6h    deadened
8s Jh 7h    dcts
8s Jh 8h    dawsonia
8s Jh 9h    daunton
8s Jh 10h   dargue
8s Jh Qh    danebrog
8s Jh Kh    damier
8s Qh Ac    daimonic
8s Qh 2c    currock
8s Qh 3c    crotches
8s Qh 4c    cresc
8s Qh 5c    cread
8s Qh 6c    cowsheds
8s Qh 7c    copihue
8s Qh 8c    convite
8s Qh 9c    connive
8s Qh 10c   conetoe
8s Qh Jc    coehorn
8s Qh Qc    coaming
8s Qh Kc    cliquey
8s Qh Ad    clints
8s Qh 2d    clinchco
8s Qh 3d    clausula
8s Qh 4d    clarsach
8s Qh 5d    ciphered
8s Qh 6d    chummer
8s Qh 7d    cheetal
8s Qh 8d    chafers
8s Qh 9d    cadere
8s Qh 10d   bulimus
8s Qh Jd    broteas
8s Qh Qd    brittni
8s Qh Kd    brickle
8s Qh As    brenk
8s Qh 2s    botteghe
8s Qh 3s    bossage
8s Qh 4s    boomage
8s Qh 5s    bonair
8s Qh 6s    bomoseen
8s Qh 7s    boliche
8s Qh 9s    bmoc
8s Qh 10s   biplace
8s Qh Js    bilos
8s Qh Qs    benia
8s Qh Ks    belier
8s Qh Ah    beggary
8s Qh 2h    bazars
8s Qh 3h    avelin
8s Qh 4h    atake
8s Qh 5h    arsenium
8s Qh 6h    argyles
8s Qh 7h    aramidae
8s Qh 8h    apsides
8s Qh 9h    apatheia
8s Qh 10h   antisex
8s Qh Jh    antedate
8s Qh Kh    analogia
8s Kh Ac    alteza
8s Kh 2c    alkermes
8s Kh 3c    alaster
8s Kh 4c    ajog
8s Kh 5c    agene
8s Kh 6c    aculeate
8s Kh 7c    achish
8s Kh 8c    abrazos
8s Kh 9c    yantras
8s Kh 10c   xylenes
8s Kh Jc    wyndmere
8s Kh Qc    wurly
8s Kh Kc    witloof
8s Kh Ad    whispery
8s Kh 2d    vomerine
8s Kh 3d    vilifies
8s Kh 4d    varuni
8s Kh 5d    varanid
8s Kh 6d    urva
8s Kh 7d    urde
8s Kh 8d    unwoman
8s Kh 9d    unstyled
8s Kh 10d   uberrima
8s Kh Jd    twelfths
8s Kh Qd    tryphosa
8s Kh Kd    trows
8s Kh As    triarch
8s Kh 2s    toper
8s Kh 3s    thrap
8s Kh 4s    tarpeian
8s Kh 5s    talipes
8s Kh 6s    talers
8s Kh 7s    talahib
8s Kh 9s    taky
8s Kh 10s   swiveled
8s Kh Js    swagerty
8s Kh Qs    suth
8s Kh Ks    surds
8s Kh Ah    summerly
8s Kh 2h    sudderth
8s Kh 3h    stomoxys
8s Kh 4h    sternad
8s Kh 5h    stelai
8s Kh 6h    squinty
8s Kh 7h    squatty
8s Kh 8h    spile
8s Kh 9h    sparaxis
8s Kh 10h   souchy
8s Kh Jh    solei
8s Kh Qh    soigne
9s Ac 2c    snoozing
9s Ac 3c    snooped
9s Ac 4c    snoods
9s Ac 5c    snafus
9s Ac 6c    smds
9s Ac 7c    slouched
9s Ac 8c    signate
9s Ac 9c    shattuc
9s Ac 10c   shanie
9s Ac Jc    shadier
9s Ac Qc    sendup
9s Ac Kc    scpd
9s Ac Ad    scler
9s Ac 2d    saon
9s Ac 3d    sallier
9s Ac 4d    rumbas
9s Ac 5d    ropy
9s Ac 6d    robers
9s Ac 7d    roadeo
9s Ac 8d    riverain
9s Ac 9d    revelo
9s Ac 10d   requital
9s Ac Jd    reld
9s Ac Qd    reenable
9s Ac Kd    ranquel
9s Ac As    qubba
9s Ac 2s    quartics
9s Ac 3s    profert
9s Ac 4s    preposed
9s Ac 5s    precent
9s Ac 6s    poirer
9s Ac 7s    pogonip
9s Ac 8s    plutei
9s Ac 10s   placates
9s Ac Js    piraya
9s Ac Qs    pickax
9s Ac Ks    peignoir
9s Ac Ah    pastour
9s Ac 2h    pases
9s Ac 3h    ototoxic
9s Ac 4h    onsight
9s Ac 5h    omened
9s Ac 6h    oilville
9s Ac 7h    nonas
9s Ac 8h    neviim
9s Ac 9h    netawaka
9s Ac 10h   nazified
9s Ac Jh    navarch
9s Ac Qh    napellus
9s Ac Kh    mukluk
9s 2c Ac    mudrocks
9s 2c 3c    motas
9s 2c 4c    monah
9s 2c 5c    misdated
9s 2c 6c    meras
9s 2c 7c    marchman
9s 2c 8c    manliest
9s 2c 9c    mameyes
9s 2c 10c   malval
9s 2c Jc    macerate
9s 2c Qc    lovesome
9s 2c Kc    longhead
9s 2c Ad    logways
9s 2c 2d    locular
9s 2c 3d    loadinfo
9s 2c 4d    lindsy
9s 2c 5d    levelers
9s 2c 6d    leewood
9s 2c 7d    lawtey
9s 2c 8d    laggar
9s 2c 9d    lagerlof
9s 2c 10d   kwoc
9s 2c Jd    kopeysk
9s 2c Qd    kickout
9s 2c Kd    kibbles
9s 2c As    kantos
9s 2c 2s    jurisp
9s 2c 3s    jube
9s 2c 4s    jovially
9s 2c 5s    jitneys
9s 2c 6s    jacie
9s 2c 7s    isman
9s 2c 8s    iphitus
9s 2c 10s   insko
9s 2c Js    inheres
9s 2c Qs    immy
9s 2c Ks    immies
9s 2c Ah    ibapah
9s 2c 2h    hydnoid
9s 2c 3h    huastecs
9s 2c 4h    houtou
9s 2c 5h    hosston
9s 2c 6h    hopers
9s 2c 7h    homogamy
9s 2c 8h    holdall
9s 2c 9h    hexad
9s 2c 10h   heliades
9s 2c Jh    haulier
9s 2c Qh    harrells
9s 2c Kh    guttar
9s 3c Ac    gulled
9s 3c 2c    grenola
9s 3c 4c    golts
9s 3c 5c    gleeds
9s 3c 6c    gilgai
9s 3c 7c    gerkin
9s 3c 8c    gerasene
9s 3c 9c    gelant
9s 3c 10c   gallice
9s 3c Jc    galactia
9s 3c Qc    fumitory
9s 3c Kc    fruma
9s 3c Ad    forcat
9s 3c 2d    fodge
9s 3c 3d    flinched
9s 3c 4d    finly
9s 3c 5d    filt
9s 3c 6d    fieldon
9s 3c 7d    ferrules
9s 3c 8d    felsite
9s 3c 9d    feliza
9s 3c 10d   fayth
9s 3c Jd    fawe
9s 3c Qd    evslin
9s 3c Kd    evictees
9s 3c As    ependyma
9s 3c 2s    enfeoff
9s 3c 3s    embryol
9s 3c 4s    eatable
9s 3c 5s    dtss
9s 3c 6s    dowers
9s 3c 7s    doilies
9s 3c 8s    dizney
9s 3c 10s   ditcher
9s 3c Js    dirca
9s 3c Qs    devide
9s 3c Ks    daph
9s 3c Ah    cytinus
9s 3c 2h    curupira
9s 3c 3h    cttc
9s 3c 4h    crood
9s 3c 5h    cringes
9s 3c 6h    creepily
9s 3c 7h    coronus
9s 3c 8h    corojo
9s 3c 9h    cordie
9s 3c 10h   cooperia
9s 3c Jh    cookshop
9s 3c Qh    conduced
9s 3c Kh    comperes
9s 4c Ac    cominch
9s 4c 2c    collards
9s 4c 3c    cockades
9s 4c 5c    cocinero
9s 4c 6c    claimers
9s 4c 7c    citator
9s 4c 8c    chugger
9s 4c 9c    choana
9s 4c 10c   chiros
9s 4c Jc    chillis
9s 4c Qc    chickee
9s 4c Kc    charleys
9s 4c Ad    cavu
9s 4c 2d    capaneus
9s 4c 3d    cantred
9s 4c 4d    caeneus
9s 4c 5d    cabble
9s 4c 6d    botocudo
9s 4c 7d    botel
9s 4c 8d    bobbers
9s 4c 9d    bisync
9s 4c 10d   biolite
9s 4c Jd    betroth
9s 4c Qd    berley
9s 4c Kd    beamers
9s 4c As    barrooms
9s 4c 2s    balow
9s 4c 3s    badinage
9s 4c 4s    babassu
9s 4c 5s    atfalati
9s 4c 6s    aport
9s 4c 7s    apercu
9s 4c 8s    alost
9s 4c 10s   alaihi
9s 4c Js    aethusa
